13, 0.835, -0.76, 0.18, -0.601174, 0.310607, -0.0969873
14, 0.545, -0.52, 0.48, -0.583709, 0.580613, -0.179028
14, 0.69, -0.64, 0.36, -0.583709, 0.580613, -0.179028
14, 0.835, -0.76, 0.24, -0.583709, 0.580613, -0.179028
15, 0.4, -0.4, 0.84, -0.617241, 0.779362, -0.260376
15, 0.545, -0.52, 0.66, -0.617241, 0.779362, -0.260376
15, 0.69, -0.64, 0.48, -0.617241, 0.779362, -0.260376
15, 0.835, -0.76, 0.3, -0.617241, 0.779362, -0.260376
16, 0.4, -0.4, 1.08, -0.648399, 0.918853, -0.329504
16, 0.545, -0.52, 0.84, -0.648399, 0.918853, -0.329504
16, 0.69, -0.64, 0.6, -0.648399, 0.918853, -0.329504
16, 0.835, -0.76, 0.36, -0.648399, 0.918853, -0.329504
17, 0.4, -0.4, 1.32, -0.667608, 1.01923, -0.382855
17, 0.545, -0.52, 1.02, -0.667608, 1.01923, -0.382855
17, 0.69, -0.64, 0.72, -0.667608, 1.01923, -0.382855
17, 0.835, -0.76, 0.42, -0.667608, 1.01923, -0.382855
18, 0.4, -0.16, 0.12, -0.892677, 0, 0
18, 0.545, -0.34, 0.12, -0.892677, 0, 0
18, 0.69, -0.52, 0.12, -0.892677, 0, 0
18, 0.835, -0.7, 0.12, -0.892677, 0, 0
19, 0.545, -0.34, 0.3, -0.870133, 0.253012, -0.118086
19, 0.69, -0.52, 0.24, -0.870133, 0.253012, -0.118086
19, 0.835, -0.7, 0.18, -0.870133, 0.253012, -0.118086
20, 0.545, -0.34, 0.48, -0.846478, 0.492952, -0.225702
20, 0.69, -0.52, 0.36, -0.846478, 0.492952, -0.225702
20, 0.835, -0.7, 0.24, -0.846478, 0.492952, -0.225702
21, 0.4, -0.16, 0.84, -0.848778, 0.688125, -0.321021
21, 0.545, -0.34, 0.66, -0.848778, 0.688125, -0.321021
21, 0.835, -0.7, 0.3, -0.848778, 0.688125, -0.321021
22, 0.4, -0.16, 1.08, -0.862705, 0.830826, -0.40058
22, 0.545, -0.34, 0.84, -0.862705, 0.830826, -0.40058
22, 0.69, -0.52, 0.6, -0.862705, 0.830826, -0.40058
22, 0.835, -0.7, 0.36, -0.862705, 0.830826, -0.40058
23, 0.4, -0.16, 1.32, -0.875401, 0.935061, -0.464017
23, 0.545, -0.34, 1.02, -0.875401, 0.935061, -0.464017
23, 0.69, -0.52, 0.72, -0.875401, 0.935061, -0.464017
23, 0.835, -0.7, 0.42, -0.875401, 0.935061, -0.464017
24, 0.545, -0.16, 0.12, -1.02732, 0, 0
24, 0.69, -0.4, 0.12, -1.02732, 0, 0
24, 0.835, -0.64, 0.12, -1.02732, 0, 0
25, 0.545, -0.16, 0.3, -1.01808, 0.227623, -0.127415
25, 0.69, -0.4, 0.24, -1.01808, 0.227623, -0.127415
25, 0.835, -0.64, 0.18, -1.01808, 0.227623, -0.127415
26, 0.545, -0.16, 0.48, -1.00384, 0.443125, -0.245997
26, 0.69, -0.4, 0.36, -1.00384, 0.443125, -0.245997
26, 0.835, -0.64, 0.24, -1.00384, 0.443125, -0.245997
27, 0.4, 0.08, 0.84, -1.00124, 0.623125, -0.348814
27, 0.545, -0.16, 0.66, -1.00124, 0.623125, -0.348814
27, 0.835, -0.64, 0.3, -1.00124, 0.623125, -0.348814
28, 0.4, 0.08, 1.08, -1.00858, 0.759068, -0.433351
28, 0.545, -0.16, 0.84, -1.00858, 0.759068, -0.433351
28, 0.69, -0.4, 0.6, -1.00858, 0.759068, -0.433351
28, 0.835, -0.64, 0.36, -1.00858, 0.759068, -0.433351
29, 0.4, 0.08, 1.32, -1.01766, 0.860773, -0.501404
29, 0.545, -0.16, 1.02, -1.01766, 0.860773, -0.501404
29, 0.69, -0.4, 0.72, -1.01766, 0.860773, -0.501404
29, 0.835, -0.64, 0.42, -1.01766, 0.860773, -0.501404
30, 0.4, 0.32, 0.12, -1.12057, 0, 0
30, 0.545, 0.02, 0.12, -1.12057, 0, 0
30, 0.69, -0.28, 0.12, -1.12057, 0, 0
30, 0.835, -0.58, 0.12, -1.12057, 0, 0
31, 0.4, 0.32, 0.36, -1.11403, 0.219194, -0.13685
31, 0.545, 0.02, 0.3, -1.11403, 0.219194, -0.13685
31, 0.69, -0.28, 0.24, -1.11403, 0.219194, -0.13685
31, 0.835, -0.58, 0.18, -1.11403, 0.219194, -0.13685
32, 0.545, 0.02, 0.48, -1.10405, 0.419958, -0.261027
32, 0.69, -0.28, 0.36, -1.10405, 0.419958, -0.261027
32, 0.835, -0.58, 0.24, -1.10405, 0.419958, -0.261027
33, 0.545, 0.02, 0.66, -1.10258, 0.584121, -0.365611
33, 0.835, -0.58, 0.3, -1.10258, 0.584121, -0.365611
34, 0.4, 0.32, 1.08, -1.10883, 0.708722, -0.450407
34, 0.545, 0.02, 0.84, -1.10883, 0.708722, -0.450407
34, 0.69, -0.28, 0.6, -1.10883, 0.708722, -0.450407
35, 0.545, 0.02, 1.02, -1.11693, 0.803431, -0.518897
35, 0.69, -0.28, 0.72, -1.11693, 0.803431, -0.518897
35, 0.835, -0.58, 0.42, -1.11693, 0.803431, -0.518897
36, 0.545, 0.2, 0.12, -1.1879, 0, 0
36, 0.69, -0.16, 0.12, -1.1879, 0, 0
36, 0.835, -0.52, 0.12, -1.1879, 0, 0
37, 0.545, 0.2, 0.3, -1.18219, 0.217327, -0.146174
37, 0.69, -0.16, 0.24, -1.18219, 0.217327, -0.146174
37, 0.835, -0.52, 0.18, -1.18219, 0.217327, -0.146174
38, 0.4, 0.56, 0.6, -1.17432, 0.409551, -0.274671
38, 0.69, -0.16, 0.36, -1.17432, 0.409551, -0.274671
38, 0.835, -0.52, 0.24, -1.17432, 0.409551, -0.274671
39, 0.835, -0.52, 0.3, -1.17435, 0.561325, -0.37907
40, 0.545, 0.2, 0.84, -1.18084, 0.674959, -0.461935
40, 0.69, -0.16, 0.6, -1.18084, 0.674959, -0.461935
41, 0.545, 0.2, 1.02, -1.18887, 0.761523, -0.528541
41, 0.69, -0.16, 0.72, -1.18887, 0.761523, -0.528541
42, 0.4, 0.8, 0.12, -1.23837, 0, 0
42, 0.545, 0.38, 0.12, -1.23837, 0, 0
42, 0.69, -0.04, 0.12, -1.23837, 0, 0
42, 0.835, -0.46, 0.12, -1.23837, 0, 0
43, 0.4, 0.8, 0.36, -1.23314, 0.217745, -0.154629
43, 0.69, -0.04, 0.24, -1.23314, 0.217745, -0.154629
43, 0.835, -0.46, 0.18, -1.23314, 0.217745, -0.154629
44, 0.4, 0.8, 0.6, -1.22676, 0.404871, -0.286985
44, 0.545, 0.38, 0.48, -1.22676, 0.404871, -0.286985
44, 0.835, -0.46, 0.24, -1.22676, 0.404871, -0.286985
45, 0.545, 0.38, 0.66, -1.22809, 0.547621, -0.390938
45, 0.69, -0.04, 0.48, -1.22809, 0.547621, -0.390938
45, 0.835, -0.46, 0.3, -1.22809, 0.547621, -0.390938
46, 0.545, 0.38, 0.84, -1.23502, 0.652218, -0.471398
46, 0.69, -0.04, 0.6, -1.23502, 0.652218, -0.471398
47, 0.545, 0.38, 1.02, -1.24315, 0.731261, -0.535293
47, 0.69, -0.04, 0.72, -1.24315, 0.731261, -0.535293
47, 0.835, -0.46, 0.42, -1.24315, 0.731261, -0.535293
48, 0.545, 0.56, 0.12, -1.27743, 0, 0
48, 0.69, 0.08, 0.12, -1.27743, 0, 0
48, 0.835, -0.4, 0.12, -1.27743, 0, 0
49, 0.545, 0.56, 0.3, -1.2726, 0.21885, -0.161983
49, 0.69, 0.08, 0.24, -1.2726, 0.21885, -0.161983
49, 0.835, -0.4, 0.18, -1.2726, 0.21885, -0.161983
50, 0.545, 0.56, 0.48, -1.26747, 0.402791, -0.297838
50, 0.69, 0.08, 0.36, -1.26747, 0.402791, -0.297838
50, 0.835, -0.4, 0.24, -1.26747, 0.402791, -0.297838
51, 0.545, 0.56, 0.66, -1.26995, 0.539014, -0.401542
51, 0.835, -0.4, 0.3, -1.26995, 0.539014, -0.401542
52, 0.545, 0.56, 0.84, -1.27733, 0.636536, -0.479818
52, 0.69, 0.08, 0.6, -1.27733, 0.636536, -0.479818
53, 0.545, 0.56, 1.02, -1.28556, 0.709226, -0.540972
53, 0.69, 0.08, 0.72, -1.28556, 0.709226, -0.540972
53, 0.835, -0.4, 0.42, -1.28556, 0.709226, -0.540972
54, 0.4, -0.88, 0.12, 0, -0.892677, 0
54, 0.545, -0.88, 0.3, 0, -0.892677, 0
54, 0.69, -0.88, 0.48, 0, -0.892677, 0
54, 0.835, -0.88, 0.66, 0, -0.892677, 0
55, 0.4, -0.88, 0.36, 0, -0.691337, 0
55, 0.545, -0.88, 0.48, 0, -0.691337, 0
55, 0.69, -0.88, 0.6, 0, -0.691337, 0
55, 0.835, -0.88, 0.72, 0, -0.691337, 0
56, 0.4, -0.88, 0.6, 0, -0.39234, 0
56, 0.545, -0.88, 0.66, 0, -0.39234, 0
56, 0.69, -0.88, 0.72, 0, -0.39234, 0
56, 0.835, -0.88, 0.78, 0, -0.39234, 0
58, 0.4, -0.88, 1.08, 0, 0.39234, 0
58, 0.545, -0.88, 1.02, 0, 0.39234, 0
58, 0.69, -0.88, 0.96, 0, 0.39234, 0
58, 0.835, -0.88, 0.9, 0, 0.39234, 0
59, 0.4, -0.88, 1.32, 0, 0.691337, 0
59, 0.545, -0.88, 1.2, 0, 0.691337, 0
59, 0.69, -0.88, 1.08, 0, 0.691337, 0
59, 0.835, -0.88, 0.96, 0, 0.691337, 0
60, 0.545, -0.7, 0.3, -0.314934, -0.861978, 0.145763
60, 0.69, -0.76, 0.48, -0.314934, -0.861978, 0.145763
60, 0.835, -0.82, 0.66, -0.314934, -0.861978, 0.145763
61, 0.4, -0.64, 0.36, -0.251149, -0.664377, 0.0870426
61, 0.545, -0.7, 0.48, -0.251149, -0.664377, 0.0870426
61, 0.69, -0.76, 0.6, -0.251149, -0.664377, 0.0870426
61, 0.835, -0.82, 0.72, -0.251149, -0.664377, 0.0870426
62, 0.4, -0.64, 0.6, -0.193202, -0.374476, 0.0367136
62, 0.545, -0.7, 0.66, -0.193202, -0.374476, 0.0367136
62, 0.69, -0.76, 0.72, -0.193202, -0.374476, 0.0367136
62, 0.835, -0.82, 0.78, -0.193202, -0.374476, 0.0367136
63, 0.545, -0.7, 0.84, -0.39234, 0, 0
63, 0.69, -0.76, 0.84, -0.39234, 0, 0
63, 0.835, -0.82, 0.84, -0.39234, 0, 0
64, 0.4, -0.64, 1.08, -0.193202, 0.374476, -0.0367136
64, 0.545, -0.7, 1.02, -0.193202, 0.374476, -0.0367136
64, 0.69, -0.76, 0.96, -0.193202, 0.374476, -0.0367136
64, 0.835, -0.82, 0.9, -0.193202, 0.374476, -0.0367136
65, 0.4, -0.64, 1.32, -0.251149, 0.664377, -0.0870426
65, 0.545, -0.7, 1.2, -0.251149, 0.664377, -0.0870426
65, 0.69, -0.76, 1.08, -0.251149, 0.664377, -0.0870426
65, 0.835, -0.82, 0.96, -0.251149, 0.664377, -0.0870426
66, 0.545, -0.52, 0.3, -0.617241, -0.779362, 0.260376
66, 0.69, -0.64, 0.48, -0.617241, -0.779362, 0.260376
66, 0.835, -0.76, 0.66, -0.617241, -0.779362, 0.260376
67, 0.4, -0.4, 0.36, -0.583709, -0.580613, 0.179028
67, 0.545, -0.52, 0.48, -0.583709, -0.580613, 0.179028
67, 0.69, -0.64, 0.6, -0.583709, -0.580613, 0.179028
67, 0.835, -0.76, 0.72, -0.583709, -0.580613, 0.179028
68, 0.4, -0.4, 0.6, -0.601174, -0.310607, 0.0969873
68, 0.545, -0.52, 0.66, -0.601174, -0.310607, 0.0969873
68, 0.69, -0.64, 0.72, -0.601174, -0.310607, 0.0969873
68, 0.835, -0.76, 0.78, -0.601174, -0.310607, 0.0969873
69, 0.4, -0.4, 0.84, -0.691337, 0, 0
69, 0.545, -0.52, 0.84, -0.691337, 0, 0
69, 0.69, -0.64, 0.84, -0.691337, 0, 0
69, 0.835, -0.76, 0.84, -0.691337, 0, 0
70, 0.4, -0.4, 1.08, -0.601174, 0.310607, -0.0969873
70, 0.545, -0.52, 1.02, -0.601174, 0.310607, -0.0969873
70, 0.69, -0.64, 0.96, -0.601174, 0.310607, -0.0969873
70, 0.835, -0.76, 0.9, -0.601174, 0.310607, -0.0969873
71, 0.4, -0.4, 1.32, -0.583709, 0.580613, -0.179028
71, 0.545, -0.52, 1.2, -0.583709, 0.580613, -0.179028
71, 0.69, -0.64, 1.08, -0.583709, 0.580613, -0.179028
71, 0.835, -0.76, 0.96, -0.583709, 0.580613, -0.179028
72, 0.545, -0.34, 0.3, -0.848778, -0.688125, 0.321021
72, 0.69, -0.52, 0.48, -0.848778, -0.688125, 0.321021
72, 0.835, -0.7, 0.66, -0.848778, -0.688125, 0.321021
73, 0.545, -0.34, 0.48, -0.846478, -0.492952, 0.225702
73, 0.69, -0.52, 0.6, -0.846478, -0.492952, 0.225702
73, 0.835, -0.7, 0.72, -0.846478, -0.492952, 0.225702
74, 0.545, -0.34, 0.66, -0.870133, -0.253012, 0.118086
74, 0.69, -0.52, 0.72, -0.870133, -0.253012, 0.118086
74, 0.835, -0.7, 0.78, -0.870133, -0.253012, 0.118086
75, 0.545, -0.34, 0.84, -0.892677, 0, 0
75, 0.69, -0.52, 0.84, -0.892677, 0, 0
75, 0.835, -0.7, 0.84, -0.892677, 0, 0
76, 0.4, -0.16, 1.08, -0.870133, 0.253012, -0.118086
76, 0.545, -0.34, 1.02, -0.870133, 0.253012, -0.118086
76, 0.69, -0.52, 0.96, -0.870133, 0.253012, -0.118086
76, 0.835, -0.7, 0.9, -0.870133, 0.253012, -0.118086
77, 0.4, -0.16, 1.32, -0.846478, 0.492952, -0.225702
77, 0.545, -0.34, 1.2, -0.846478, 0.492952, -0.225702
77, 0.69, -0.52, 1.08, -0.846478, 0.492952, -0.225702
77, 0.835, -0.7, 0.96, -0.846478, 0.492952, -0.225702
78, 0.545, -0.16, 0.3, -1.00124, -0.623125, 0.348814
78, 0.69, -0.4, 0.48, -1.00124, -0.623125, 0.348814
78, 0.835, -0.64, 0.66, -1.00124, -0.623125, 0.348814
79, 0.545, -0.16, 0.48, -1.00384, -0.443125, 0.245997
79, 0.69, -0.4, 0.6, -1.00384, -0.443125, 0.245997
79, 0.835, -0.64, 0.72, -1.00384, -0.443125, 0.245997
80, 0.545, -0.16, 0.66, -1.01808, -0.227623, 0.127415
80, 0.69, -0.4, 0.72, -1.01808, -0.227623, 0.127415
80, 0.835, -0.64, 0.78, -1.01808, -0.227623, 0.127415
81, 0.835, -0.64, 0.84, -1.02732, 0, 0
82, 0.4, 0.08, 1.08, -1.01808, 0.227623, -0.127415
82, 0.545, -0.16, 1.02, -1.01808, 0.227623, -0.127415
82, 0.69, -0.4, 0.96, -1.01808, 0.227623, -0.127415
82, 0.835, -0.64, 0.9, -1.01808, 0.227623, -0.127415
83, 0.4, 0.08, 1.32, -1.00384, 0.443125, -0.245997
83, 0.545, -0.16, 1.2, -1.00384, 0.443125, -0.245997
83, 0.69, -0.4, 1.08, -1.00384, 0.443125, -0.245997
83, 0.835, -0.64, 0.96, -1.00384, 0.443125, -0.245997
84, 0.545, 0.02, 0.3, -1.10258, -0.584121, 0.365611
84, 0.69, -0.28, 0.48, -1.10258, -0.584121, 0.365611
84, 0.835, -0.58, 0.66, -1.10258, -0.584121, 0.365611
85, 0.4, 0.32, 0.36, -1.10405, -0.419958, 0.261027
85, 0.545, 0.02, 0.48, -1.10405, -0.419958, 0.261027
85, 0.69, -0.28, 0.6, -1.10405, -0.419958, 0.261027
85, 0.835, -0.58, 0.72, -1.10405, -0.419958, 0.261027
86, 0.545, 0.02, 0.66, -1.11403, -0.219194, 0.13685
86, 0.69, -0.28, 0.72, -1.11403, -0.219194, 0.13685
86, 0.835, -0.58, 0.78, -1.11403, -0.219194, 0.13685
87, 0.69, -0.28, 0.84, -1.12057, 0, 0
88, 0.545, 0.02, 1.02, -1.11403, 0.219194, -0.13685
88, 0.69, -0.28, 0.96, -1.11403, 0.219194, -0.13685
88, 0.835, -0.58, 0.9, -1.11403, 0.219194, -0.13685
89, 0.4, 0.32, 1.32, -1.10405, 0.419958, -0.261027
89, 0.545, 0.02, 1.2, -1.10405, 0.419958, -0.261027
89, 0.69, -0.28, 1.08, -1.10405, 0.419958, -0.261027
89, 0.835, -0.58, 0.96, -1.10405, 0.419958, -0.261027
90, 0.545, 0.2, 0.3, -1.17435, -0.561325, 0.37907
90, 0.69, -0.16, 0.48, -1.17435, -0.561325, 0.37907
90, 0.835, -0.52, 0.66, -1.17435, -0.561325, 0.37907
91, 0.545, 0.2, 0.48, -1.17432, -0.409551, 0.274671
91, 0.69, -0.16, 0.6, -1.17432, -0.409551, 0.274671
91, 0.835, -0.52, 0.72, -1.17432, -0.409551, 0.274671
92, 0.545, 0.2, 0.66, -1.18219, -0.217327, 0.146174
92, 0.69, -0.16, 0.72, -1.18219, -0.217327, 0.146174
92, 0.835, -0.52, 0.78, -1.18219, -0.217327, 0.146174
93, 0.545, 0.2, 0.84, -1.1879, 0, 0
93, 0.69, -0.16, 0.84, -1.1879, 0, 0
93, 0.835, -0.52, 0.84, -1.1879, 0, 0
94, 0.545, 0.2, 1.02, -1.18219, 0.217327, -0.146174
94, 0.69, -0.16, 0.96, -1.18219, 0.217327, -0.146174
94, 0.835, -0.52, 0.9, -1.18219, 0.217327, -0.146174
95, 0.545, 0.2, 1.2, -1.17432, 0.409551, -0.274671
95, 0.69, -0.16, 1.08, -1.17432, 0.409551, -0.274671
95, 0.835, -0.52, 0.96, -1.17432, 0.409551, -0.274671
96, 0.69, -0.04, 0.48, -1.22809, -0.547621, 0.390938
96, 0.835, -0.46, 0.66, -1.22809, -0.547621, 0.390938
97, 0.545, 0.38, 0.48, -1.22676, -0.404871, 0.286985
97, 0.69, -0.04, 0.6, -1.22676, -0.404871, 0.286985
97, 0.835, -0.46, 0.72, -1.22676, -0.404871, 0.286985
98, 0.545, 0.38, 0.66, -1.23314, -0.217745, 0.154629
98, 0.69, -0.04, 0.72, -1.23314, -0.217745, 0.154629
98, 0.835, -0.46, 0.78, -1.23314, -0.217745, 0.154629
99, 0.545, 0.38, 0.84, -1.23837, 0, 0
99, 0.835, -0.46, 0.84, -1.23837, 0, 0
100, 0.69, -0.04, 0.96, -1.23314, 0.217745, -0.154629
100, 0.835, -0.46, 0.9, -1.23314, 0.217745, -0.154629
101, 0.545, 0.38, 1.2, -1.22676, 0.404871, -0.286985
101, 0.69, -0.04, 1.08, -1.22676, 0.404871, -0.286985
101, 0.835, -0.46, 0.96, -1.22676, 0.404871, -0.286985
102, 0.69, 0.08, 0.48, -1.26995, -0.539014, 0.401542
102, 0.835, -0.4, 0.66, -1.26995, -0.539014, 0.401542
103, 0.69, 0.08, 0.6, -1.26747, -0.402791, 0.297838
103, 0.835, -0.4, 0.72, -1.26747, -0.402791, 0.297838
104, 0.69, 0.08, 0.72, -1.2726, -0.21885, 0.161983
104, 0.835, -0.4, 0.78, -1.2726, -0.21885, 0.161983
105, 0.835, -0.4, 0.84, -1.27743, 0, 0
106, 0.69, 0.08, 0.96, -1.2726, 0.21885, -0.161983
106, 0.835, -0.4, 0.9, -1.2726, 0.21885, -0.161983
107, 0.69, 0.08, 1.08, -1.26747, 0.402791, -0.297838
107, 0.835, -0.4, 0.96, -1.26747, 0.402791, -0.297838
108, 0.545, -0.88, 0.48, 0, -1.1879, 0
108, 0.69, -0.88, 0.84, 0, -1.1879, 0
109, 0.4, -0.88, 0.36, 0, -1.12057, 0
109, 0.545, -0.88, 0.66, 0, -1.12057, 0
109, 0.69, -0.88, 0.96, 0, -1.12057, 0
110, 0.4, -0.88, 0.6, 0, -1.02732, 0
110, 0.545, -0.88, 0.84, 0, -1.02732, 0
110, 0.69, -0.88, 1.08, 0, -1.02732, 0
111, 0.4, -0.88, 0.84, 0, -0.892677, 0
111, 0.545, -0.88, 1.02, 0, -0.892677, 0
111, 0.69, -0.88, 1.2, 0, -0.892677, 0
112, 0.545, -0.88, 1.2, 0, -0.691337, 0
113, 0.4, -0.88, 1.32, 0, -0.39234, 0
114, 0.545, -0.7, 0.48, -0.381364, -1.16106, 0.251882
114, 0.69, -0.76, 0.84, -0.381364, -1.16106, 0.251882
114, 0.835, -0.82, 1.2, -0.381364, -1.16106, 0.251882
115, 0.545, -0.7, 0.66, -0.372169, -1.09132, 0.227619
115, 0.69, -0.76, 0.96, -0.372169, -1.09132, 0.227619
115, 0.835, -0.82, 1.26, -0.372169, -1.09132, 0.227619
116, 0.4, -0.64, 0.6, -0.35318, -0.996359, 0.193525
116, 0.545, -0.7, 0.84, -0.35318, -0.996359, 0.193525
116, 0.69, -0.76, 1.08, -0.35318, -0.996359, 0.193525
117, 0.4, -0.64, 0.84, -0.314934, -0.861978, 0.145763
117, 0.545, -0.7, 1.02, -0.314934, -0.861978, 0.145763
117, 0.69, -0.76, 1.2, -0.314934, -0.861978, 0.145763
118, 0.4, -0.64, 1.08, -0.251149, -0.664377, 0.0870426
118, 0.545, -0.7, 1.2, -0.251149, -0.664377, 0.0870426
118, 0.69, -0.76, 1.32, -0.251149, -0.664377, 0.0870426
119, 0.4, -0.64, 1.32, -0.193202, -0.374476, 0.0367136
119, 0.545, -0.7, 1.38, -0.193202, -0.374476, 0.0367136
120, 0.545, -0.52, 0.48, -0.678124, -1.09455, 0.423383
120, 0.69, -0.64, 0.84, -0.678124, -1.09455, 0.423383
120, 0.835, -0.76, 1.2, -0.678124, -1.09455, 0.423383
121, 0.545, -0.52, 0.66, -0.667608, -1.01923, 0.382855
121, 0.69, -0.64, 0.96, -0.667608, -1.01923, 0.382855
121, 0.835, -0.76, 1.26, -0.667608, -1.01923, 0.382855
122, 0.4, -0.4, 0.6, -0.648399, -0.918853, 0.329504
122, 0.545, -0.52, 0.84, -0.648399, -0.918853, 0.329504
122, 0.69, -0.64, 1.08, -0.648399, -0.918853, 0.329504
122, 0.835, -0.76, 1.32, -0.648399, -0.918853, 0.329504
123, 0.4, -0.4, 0.84, -0.617241, -0.779362, 0.260376
123, 0.545, -0.52, 1.02, -0.617241, -0.779362, 0.260376
123, 0.69, -0.64, 1.2, -0.617241, -0.779362, 0.260376
124, 0.4, -0.4, 1.08, -0.583709, -0.580613, 0.179028
124, 0.545, -0.52, 1.2, -0.583709, -0.580613, 0.179028
124, 0.69, -0.64, 1.32, -0.583709, -0.580613, 0.179028
125, 0.4, -0.4, 1.32, -0.601174, -0.310607, 0.0969873
125, 0.545, -0.52, 1.38, -0.601174, -0.310607, 0.0969873
125, 0.69, -0.64, 1.44, -0.601174, -0.310607, 0.0969873
126, 0.545, -0.34, 0.48, -0.883708, -1.01459, 0.514211
126, 0.69, -0.52, 0.84, -0.883708, -1.01459, 0.514211
126, 0.835, -0.7, 1.2, -0.883708, -1.01459, 0.514211
127, 0.545, -0.34, 0.66, -0.875401, -0.935061, 0.464017
127, 0.69, -0.52, 0.96, -0.875401, -0.935061, 0.464017
127, 0.835, -0.7, 1.26, -0.875401, -0.935061, 0.464017
128, 0.545, -0.34, 0.84, -0.862705, -0.830826, 0.40058
128, 0.69, -0.52, 1.08, -0.862705, -0.830826, 0.40058
128, 0.835, -0.7, 1.32, -0.862705, -0.830826, 0.40058
129, 0.4, -0.16, 0.84, -0.848778, -0.688125, 0.321021
129, 0.545, -0.34, 1.02, -0.848778, -0.688125, 0.321021
129, 0.69, -0.52, 1.2, -0.848778, -0.688125, 0.321021
130, 0.4, -0.16, 1.08, -0.846478, -0.492952, 0.225702
130, 0.545, -0.34, 1.2, -0.846478, -0.492952, 0.225702
131, 0.4, -0.16, 1.32, -0.870133, -0.253012, 0.118086
131, 0.545, -0.34, 1.38, -0.870133, -0.253012, 0.118086
131, 0.69, -0.52, 1.44, -0.870133, -0.253012, 0.118086
132, 0.545, -0.16, 0.48, -1.02447, -0.940021, 0.556455
132, 0.69, -0.4, 0.84, -1.02447, -0.940021, 0.556455
132, 0.835, -0.64, 1.2, -1.02447, -0.940021, 0.556455
133, 0.545, -0.16, 0.66, -1.01766, -0.860773, 0.501404
133, 0.69, -0.4, 0.96, -1.01766, -0.860773, 0.501404
133, 0.835, -0.64, 1.26, -1.01766, -0.860773, 0.501404
134, 0.545, -0.16, 0.84, -1.00858, -0.759068, 0.433351
134, 0.69, -0.4, 1.08, -1.00858, -0.759068, 0.433351
134, 0.835, -0.64, 1.32, -1.00858, -0.759068, 0.433351
135, 0.4, 0.08, 0.84, -1.00124, -0.623125, 0.348814
135, 0.545, -0.16, 1.02, -1.00124, -0.623125, 0.348814
135, 0.69, -0.4, 1.2, -1.00124, -0.623125, 0.348814
136, 0.69, -0.4, 1.32, -1.00384, -0.443125, 0.245997
137, 0.545, -0.16, 1.38, -1.01808, -0.227623, 0.127415
137, 0.69, -0.4, 1.44, -1.01808, -0.227623, 0.127415
138, 0.69, -0.28, 0.84, -1.12342, -0.878604, 0.575092
138, 0.835, -0.58, 1.2, -1.12342, -0.878604, 0.575092
139, 0.545, 0.02, 0.66, -1.11693, -0.803431, 0.518897
139, 0.69, -0.28, 0.96, -1.11693, -0.803431, 0.518897
